property_id,city,locality,property_type,bhk,area_sqft,price,price_per_sqft,floor_no,total_floors,age_years,furnishing_status,property_status,facing,bathrooms,balconies,parking,amenities,monthly_rent,listing_date,seller_type,negotiable,is_sold
PROP00124,Chennai,Sholinganallur,Villa,2,1919,15000000,7816.57,0,0,20,Semi-Furnished,Under Construction,North,3,2,0,Parking|Gym|Security|Power Backup|Swimming Pool,50803,2023-09-16,Owner,No,0
PROP00125,Chennai,Anna Nagar,Apartment,5,1017,8200000,8062.93,30,31,20,Furnished,Ready to Move,North-East,5,3,0,Security|Lift,17792,2023-03-12,Owner,No,1
PROP00126,Lucknow,Gomti Nagar,Apartment,5,1338,6300000,4708.52,8,15,15,Semi-Furnished,Ready to Move,North,5,1,1,Park|Power Backup|Parking|Swimming Pool|Gym|CCTV|Clubhouse,14671,2019-08-05,Builder,No,0
PROP00127,Hyderabad,Madhapur,Apartment,2,701,5200000,7417.97,5,9,1,Unfurnished,Under Construction,North,3,1,0,Park|Parking|Gym|CCTV|Swimming Pool,10909,2021-11-17,Builder,No,0
PROP00128,Jaipur,Tonk Road,Villa,1,2086,14200000,6807.29,0,1,0,Furnished,Ready to Move,West,1,1,2,Parking|Security|Lift|Power Backup|CCTV,30529,2023-07-23,Agent,Yes,1
PROP00129,Pune,Kothrud,Apartment,2,919,7200000,7834.6,18,28,10,Semi-Furnished,Ready to Move,North,2,2,1,Parking|Park|Swimming Pool|Lift|CCTV|Clubhouse|Power Backup|Gym,23284,2022-06-22,Agent,No,1
PROP00130,Chennai,Adyar,Apartment,2,799,10700000,13391.74,16,16,5,Furnished,Under Construction,South-East,2,0,1,Park|Power Backup|Clubhouse|Security|Parking|Lift|Swimming Pool|CCTV,34178,2020-10-15,Builder,No,1
PROP00131,Lucknow,Aliganj,Row House,1,1289,8400000,6516.68,0,5,5,Semi-Furnished,Under Construction,North-East,1,1,0,Lift|Park|CCTV|Swimming Pool|Power Backup,29200,2023-07-10,Owner,No,0
PROP00132,Lucknow,Aliganj,Villa,2,2213,14700000,6642.57,0,9,5,Semi-Furnished,Ready to Move,West,2,2,0,Security|CCTV,29420,2021-09-05,Agent,Yes,0
PROP00133,Pune,Kothrud,Apartment,3,687,9500000,13828.24,24,32,10,Furnished,New Launch,North-West,4,3,2,Lift|Swimming Pool|Parking|CCTV|Park|Power Backup|Gym,25028,2022-08-22,Agent,Yes,0
PROP00134,Bangalore,HSR Layout,Apartment,3,994,10100000,10160.97,23,24,15,Furnished,New Launch,West,3,0,1,Parking|Park,23040,2021-10-13,Agent,Yes,0
PROP00135,Delhi,Gurgaon,Independent House,3,1616,31600000,19554.46,0,6,0,Semi-Furnished,Ready to Move,North,4,1,2,Clubhouse|Swimming Pool|Park|Gym|Lift|Security|Power Backup,94362,2021-04-27,Agent,Yes,0
PROP00136,Lucknow,Mahanagar,Independent House,2,2109,14700000,6970.13,0,1,1,Furnished,Ready to Move,North,2,2,2,Park|Parking|Security,45483,2019-06-03,Owner,No,0
PROP00137,Kolkata,Behala,Apartment,4,743,5200000,6998.65,3,9,1,Semi-Furnished,Ready to Move,East,5,1,1,Clubhouse|CCTV|Swimming Pool|Gym|Park|Security,14152,2019-04-22,Owner,No,1
PROP00138,Mumbai,Andheri,Apartment,2,835,16300000,19520.96,27,34,1,Furnished,Ready to Move,North,2,1,0,Swimming Pool|Lift|CCTV|Parking|Security|Park,41183,2019-04-02,Agent,Yes,1
PROP00139,Delhi,Dwarka,Independent House,4,1962,28000000,14271.15,0,7,1,Unfurnished,Ready to Move,West,4,1,0,CCTV|Power Backup|Clubhouse|Swimming Pool|Security|Parking|Gym|Park,109158,2019-09-04,Builder,Yes,1
PROP00140,Kolkata,Salt Lake,Row House,2,1353,12400000,9164.82,0,8,0,Unfurnished,Under Construction,South,3,2,0,Swimming Pool|Lift|Clubhouse,46044,2020-10-29,Owner,No,1
PROP00141,Bangalore,Koramangala,Villa,3,2245,29100000,12962.14,0,2,15,Furnished,Under Construction,North-East,4,0,2,CCTV|Park|Security|Parking|Lift|Clubhouse,74229,2019-12-19,Owner,No,1
PROP00142,Pune,Wakad,Apartment,3,1161,16300000,14039.62,28,37,0,Semi-Furnished,Under Construction,North-West,4,2,0,Power Backup|Swimming Pool|Lift|CCTV|Park|Parking,56358,2020-07-05,Builder,No,1
PROP00143,Kolkata,Behala,Apartment,3,578,3700000,6401.38,1,5,10,Unfurnished,Ready to Move,North,4,0,1,Parking|Gym|Swimming Pool|Lift|Park|Power Backup|Security|CCTV,12614,2021-01-08,Owner,No,0
PROP00144,Delhi,Noida Ext,Apartment,2,936,14000000,14957.26,5,8,5,Semi-Furnished,Ready to Move,North,2,0,2,Swimming Pool|Clubhouse|Gym|Security|Lift|CCTV,34303,2022-08-18,Agent,Yes,0
PROP00145,Mumbai,Worli,Penthouse,3,2851,63100000,22132.59,0,9,1,Furnished,Under Construction,South,3,3,2,Lift|CCTV|Power Backup|Parking|Security|Park,211662,2020-09-10,Builder,Yes,1
PROP00146,Pune,Hadapsar,Villa,3,2356,23400000,9932.09,0,9,2,Furnished,Ready to Move,South,3,0,2,Clubhouse|CCTV|Park|Lift|Parking|Swimming Pool|Gym,86922,2023-07-08,Agent,Yes,0
PROP00147,Ahmedabad,Bopal,Apartment,2,652,4100000,6288.34,1,9,10,Unfurnished,Under Construction,West,3,0,1,CCTV|Power Backup|Park|Parking|Clubhouse,13592,2023-09-18,Builder,No,1
PROP00148,Chennai,Sholinganallur,Studio,1,300,2500000,8333.33,5,12,15,Unfurnished,Under Construction,East,2,1,2,Clubhouse|Lift|Power Backup|Parking|Park,9256,2021-08-07,Owner,Yes,1
PROP00149,Hyderabad,Hitech City,Apartment,3,1004,8800000,8764.94,13,13,15,Furnished,Ready to Move,South,4,1,1,Lift|Power Backup|Swimming Pool|Parking|CCTV|Gym|Clubhouse,28767,2020-10-03,Builder,Yes,1
PROP00150,Bangalore,HSR Layout,Independent House,3,1859,21200000,11403.98,0,3,5,Semi-Furnished,Ready to Move,North-West,3,0,1,Gym|CCTV|Clubhouse|Swimming Pool|Parking|Power Backup|Park|Security,73504,2022-07-07,Agent,Yes,1
PROP00151,Jaipur,Jagatpura,Apartment,1,950,6100000,6421.05,30,33,2,Semi-Furnished,Ready to Move,North-West,1,0,0,Parking|Park|Security|CCTV|Swimming Pool|Clubhouse|Lift|Gym,24215,2023-01-29,Owner,Yes,1
PROP00152,Mumbai,Worli,Studio,1,469,9000000,19189.77,17,21,0,Unfurnished,New Launch,South,2,1,2,Gym|Swimming Pool,20224,2021-02-17,Builder,Yes,0
PROP00153,Mumbai,Powai,Apartment,1,763,14800000,19397.12,19,23,10,Unfurnished,Ready to Move,South-East,1,1,2,Clubhouse|Swimming Pool|Lift,47626,2020-02-11,Builder,No,0
PROP00154,Chennai,OMR,Apartment,2,946,9600000,10147.99,29,33,1,Semi-Furnished,Ready to Move,North-West,2,2,0,Power Backup|Parking|Gym,21144,2023-01-21,Agent,No,1
PROP00155,Mumbai,Bandra,Studio,1,458,11800000,25764.19,27,34,2,Semi-Furnished,Under Construction,North-East,1,0,1,Swimming Pool|Gym|Power Backup,32037,2020-11-04,Owner,Yes,1
PROP00156,Pune,Hinjewadi,Apartment,2,757,8200000,10832.23,26,35,5,Semi-Furnished,Ready to Move,South,2,0,2,Swimming Pool|Parking|Park|Lift,23222,2019-08-01,Owner,No,1
PROP00157,Kolkata,Rajarhat,Villa,4,2573,17300000,6723.67,0,10,20,Unfurnished,Ready to Move,North-East,4,2,2,Lift|Power Backup|Gym,45472,2022-09-03,Owner,Yes,0
PROP00158,Pune,Hadapsar,Villa,3,2294,17000000,7410.64,0,4,10,Unfurnished,Ready to Move,East,3,3,2,Parking|Gym|Power Backup|Park|Swimming Pool|Security|Clubhouse|Lift,42190,2020-10-18,Builder,No,1
PROP00159,Hyderabad,Gachibowli,Apartment,4,661,6400000,9682.3,27,28,2,Semi-Furnished,Ready to Move,South-East,5,0,2,Swimming Pool|Lift,19828,2022-02-15,Owner,No,0
PROP00160,Jaipur,C Scheme,Independent House,2,1931,11800000,6110.82,0,2,10,Furnished,Under Construction,South,3,2,0,Park|Power Backup|Gym|Lift|Swimming Pool|CCTV|Clubhouse|Parking|Security,24680,2019-08-06,Owner,No,1
PROP00161,Lucknow,Aliganj,Apartment,4,705,4000000,5673.76,14,14,10,Furnished,Ready to Move,North-East,4,3,1,Power Backup|CCTV|Park,12242,2019-01-09,Owner,No,0
PROP00162,Bangalore,Hebbal,Villa,3,2357,24300000,10309.72,0,8,5,Semi-Furnished,Under Construction,North,3,3,2,Lift|Security|Parking|Power Backup|CCTV|Clubhouse|Swimming Pool|Gym,82620,2022-05-18,Owner,No,0
PROP00163,Jaipur,Tonk Road,Apartment,2,1131,8000000,7073.39,21,31,15,Semi-Furnished,Ready to Move,North-West,3,2,1,CCTV|Park|Power Backup|Gym,25324,2021-09-10,Owner,No,0
PROP00164,Kolkata,Salt Lake,Villa,1,2035,13700000,6732.19,0,9,0,Unfurnished,Ready to Move,South-East,1,1,2,Clubhouse|Parking|Lift|Gym|Power Backup|Swimming Pool,39801,2023-07-26,Owner,Yes,0
PROP00165,Jaipur,Malviya Nagar,Apartment,3,1092,8300000,7600.73,9,19,5,Unfurnished,New Launch,North,4,1,2,CCTV|Gym|Power Backup|Park|Parking|Swimming Pool|Clubhouse,28296,2022-07-21,Owner,Yes,0
PROP00166,Hyderabad,Jubilee Hills,Apartment,5,982,6800000,6924.64,30,32,10,Furnished,Ready to Move,East,5,2,0,CCTV|Clubhouse|Swimming Pool|Lift|Power Backup|Parking,23251,2021-08-13,Agent,Yes,0
PROP00167,Lucknow,Mahanagar,Apartment,3,1064,6200000,5827.07,2,5,1,Unfurnished,Ready to Move,North-West,4,0,1,CCTV|Parking|Security,15142,2020-12-16,Agent,No,1
PROP00168,Lucknow,Hazratganj,Apartment,3,1279,9900000,7740.42,20,25,0,Furnished,Ready to Move,North-East,4,2,2,Gym|Park|Security|CCTV|Lift,37844,2019-02-20,Agent,No,1
PROP00169,Hyderabad,Jubilee Hills,Villa,4,2150,14100000,6558.14,0,5,5,Unfurnished,Under Construction,East,4,1,0,Lift|Swimming Pool|Power Backup|Clubhouse|Security,41150,2019-02-18,Builder,Yes,1
PROP00170,Chennai,Porur,Apartment,4,749,9100000,12149.53,13,23,2,Semi-Furnished,Ready to Move,North,4,2,2,Swimming Pool|Gym|Park|Lift|Clubhouse|Power Backup|Parking|Security,20131,2021-10-26,Builder,No,0
PROP00171,Ahmedabad,Thaltej,Apartment,3,722,7300000,10110.8,17,26,0,Furnished,Ready to Move,South,3,0,2,Parking|Clubhouse|Park|Lift|CCTV|Gym,14673,2019-03-27,Owner,Yes,1
PROP00172,Pune,Hinjewadi,Apartment,3,736,8200000,11141.3,5,6,1,Furnished,Under Construction,West,3,2,2,Gym|Power Backup|Park|Clubhouse,17504,2022-10-07,Owner,No,0
PROP00173,Pune,Hinjewadi,Independent House,2,1784,14400000,8071.75,0,10,15,Furnished,Ready to Move,South,2,1,1,Parking|Park|Lift|CCTV|Security|Swimming Pool,51427,2020-05-19,Agent,Yes,0
PROP00174,Pune,Baner,Apartment,2,968,11600000,11983.47,17,25,0,Furnished,Under Construction,North-West,2,2,0,CCTV|Security|Parking|Park,43896,2019-06-04,Owner,No,0
PROP00175,Hyderabad,Gachibowli,Villa,3,2255,23200000,10288.25,0,9,5,Semi-Furnished,Ready to Move,North-West,4,0,0,Parking|Power Backup|Clubhouse|Lift|Gym|Security,57484,2022-09-19,Owner,Yes,1
PROP00176,Bangalore,Electronic City,Row House,3,1765,22200000,12577.9,0,0,10,Unfurnished,New Launch,North-West,4,3,1,Security|Swimming Pool|Parking|Lift|Power Backup|Gym|Park|CCTV|Clubhouse,83540,2021-07-20,Builder,No,0
PROP00177,Chennai,Porur,Villa,2,2202,21100000,9582.2,0,2,5,Semi-Furnished,New Launch,South,3,1,0,Lift|Security|Clubhouse|Power Backup|Parking|CCTV,42478,2022-05-22,Builder,Yes,1
PROP00178,Chennai,OMR,Apartment,2,1190,13700000,11512.61,26,32,5,Furnished,Ready to Move,East,2,2,0,Power Backup|CCTV|Security,45134,2019-11-27,Builder,Yes,1
PROP00179,Bangalore,Koramangala,Villa,1,2147,32800000,15277.13,0,9,0,Furnished,New Launch,South-East,1,1,0,Gym|Clubhouse|CCTV|Swimming Pool|Security|Power Backup|Park|Lift,74961,2022-05-15,Owner,No,1
PROP00180,Pune,Baner,Villa,1,2744,32000000,11661.81,0,9,0,Furnished,Ready to Move,North-East,1,1,0,Parking|Swimming Pool|Power Backup|Security|Clubhouse|Gym|CCTV|Park,72341,2022-09-12,Owner,No,1
PROP00181,Pune,Kothrud,Independent House,2,1925,21800000,11324.68,0,9,10,Semi-Furnished,Ready to Move,North-East,3,0,1,Lift|Parking|Power Backup,47254,2023-10-26,Agent,Yes,1
PROP00182,Mumbai,Borivali,Villa,3,2028,38300000,18885.6,0,10,5,Furnished,Ready to Move,South,4,2,0,Lift|Clubhouse|Parking|Power Backup,97707,2022-06-07,Agent,No,1
PROP00183,Jaipur,Jagatpura,Apartment,5,685,5700000,8321.17,24,29,2,Unfurnished,Ready to Move,South-East,5,0,2,Security|Power Backup|Lift,17195,2020-03-15,Owner,Yes,1
PROP00184,Mumbai,Navi Mumbai,Apartment,1,996,25800000,25903.61,13,23,0,Furnished,Ready to Move,South,2,0,1,Lift|CCTV,93923,2023-05-04,Builder,Yes,0
PROP00185,Jaipur,Mansarovar,Apartment,3,855,6700000,7836.26,22,28,5,Furnished,Under Construction,North-East,4,3,0,Parking|Swimming Pool,22373,2020-12-24,Owner,Yes,0
PROP00186,Delhi,Dwarka,Villa,3,2342,35100000,14987.19,0,1,1,Unfurnished,New Launch,North-East,3,3,1,Power Backup|Lift|Clubhouse|Gym|Parking,77673,2021-11-02,Agent,Yes,0
PROP00187,Chennai,Porur,Studio,1,494,4200000,8502.02,22,25,20,Semi-Furnished,Under Construction,North-West,1,1,2,Power Backup|CCTV|Clubhouse|Gym|Security|Park|Swimming Pool,15024,2022-07-21,Builder,No,1
PROP00188,Pune,Hadapsar,Villa,3,2185,22400000,10251.72,0,4,0,Semi-Furnished,Under Construction,West,4,2,2,CCTV|Parking|Security,84865,2020-03-23,Owner,Yes,1
PROP00189,Hyderabad,Banjara Hills,Independent House,4,1630,11500000,7055.21,0,0,10,Furnished,Under Construction,South-East,5,0,1,Swimming Pool|CCTV|Park,42713,2023-04-15,Agent,No,1
PROP00190,Lucknow,Indira Nagar,Apartment,5,597,4200000,7035.18,8,18,1,Semi-Furnished,Under Construction,West,5,2,1,Power Backup|Gym|Clubhouse|Parking|Security|Swimming Pool|Lift|CCTV,8470,2022-11-12,Owner,Yes,1
PROP00191,Lucknow,Indira Nagar,Apartment,2,810,4700000,5802.47,30,33,1,Unfurnished,Ready to Move,North-East,2,0,1,Park|CCTV|Lift|Security|Parking|Power Backup|Gym|Clubhouse,11937,2023-01-16,Agent,Yes,1
PROP00192,Bangalore,HSR Layout,Studio,1,571,5300000,9281.96,15,19,20,Furnished,Under Construction,South,1,0,2,Power Backup|Clubhouse|Parking|CCTV|Park|Gym|Swimming Pool,12883,2019-05-03,Builder,No,0
PROP00193,Chennai,Velachery,Apartment,3,942,12400000,13163.48,11,12,2,Furnished,Ready to Move,South,4,3,2,CCTV|Parking|Lift|Power Backup|Park,43065,2023-05-06,Agent,No,0
PROP00194,Bangalore,Koramangala,Villa,4,1950,21300000,10923.08,0,4,5,Unfurnished,Under Construction,South,5,2,1,Park|Security|Parking|Lift,70061,2022-05-24,Owner,No,1
PROP00195,Bangalore,Whitefield,Apartment,2,934,9900000,10599.57,23,24,10,Unfurnished,Ready to Move,East,2,0,1,Swimming Pool|Power Backup|Clubhouse,27660,2023-04-28,Owner,Yes,1
PROP00196,Kolkata,Rajarhat,Apartment,3,977,7100000,7267.14,4,13,5,Furnished,Ready to Move,South,3,3,2,Park|Power Backup|Security|Clubhouse|Parking|Lift|Gym,24834,2022-07-16,Owner,No,0
PROP00197,Ahmedabad,Maninagar,Apartment,1,723,6000000,8298.76,13,13,0,Semi-Furnished,Ready to Move,South-East,1,1,1,Park|Clubhouse|Security|Power Backup,17724,2023-03-28,Agent,Yes,0
PROP00198,Jaipur,Mansarovar,Apartment,4,930,6600000,7096.77,7,11,10,Furnished,Under Construction,South,5,2,0,Clubhouse|Swimming Pool|Security|Park|Power Backup,23006,2022-08-21,Builder,Yes,1
PROP00199,Delhi,Noida Ext,Apartment,2,911,19200000,21075.74,15,15,1,Furnished,Ready to Move,West,3,1,0,Parking|Swimming Pool,65863,2019-09-14,Builder,Yes,1
PROP00200,Pune,Baner,Apartment,3,671,8100000,12071.54,14,18,10,Unfurnished,Ready to Move,South-East,3,3,1,Gym|Clubhouse|Lift|Security,19313,2020-01-07,Builder,Yes,0
PROP00201,Hyderabad,Madhapur,Independent House,2,1871,19100000,10208.44,0,8,0,Furnished,Under Construction,North-East,2,2,0,Power Backup|Lift|Park|Parking|CCTV,39811,2023-01-31,Agent,No,0
PROP00202,Hyderabad,Jubilee Hills,Penthouse,4,2912,22100000,7589.29,3,6,5,Furnished,Ready to Move,West,5,1,1,Swimming Pool|Lift|Power Backup|CCTV|Gym|Clubhouse,78269,2021-01-30,Builder,No,0
PROP00203,Mumbai,Bandra,Apartment,2,1116,24900000,22311.83,3,10,2,Furnished,Ready to Move,North-East,2,1,1,Power Backup|Security|Gym|Park|CCTV|Parking|Clubhouse,73968,2019-03-22,Owner,No,1
PROP00204,Bangalore,Electronic City,Apartment,3,1110,10400000,9369.37,26,34,15,Unfurnished,Under Construction,South,4,3,2,Power Backup|Clubhouse|Lift|Parking,36939,2019-01-02,Builder,Yes,0
PROP00205,Pune,Hadapsar,Apartment,3,624,8100000,12980.77,17,18,0,Semi-Furnished,Under Construction,East,4,0,0,Clubhouse|Park|Security|Power Backup,24675,2019-07-17,Builder,Yes,1
PROP00206,Ahmedabad,Satellite,Apartment,3,712,6800000,9550.56,21,27,5,Semi-Furnished,Under Construction,South-East,3,2,1,Security|Swimming Pool|Gym|Power Backup|CCTV|Lift|Park,23711,2022-02-16,Owner,Yes,0
PROP00207,Chennai,Porur,Apartment,1,1003,8200000,8175.47,30,40,20,Furnished,Ready to Move,South,1,1,0,Security|CCTV|Clubhouse|Park|Swimming Pool|Lift|Parking|Power Backup,23923,2022-10-13,Builder,Yes,1
PROP00208,Jaipur,Mansarovar,Independent House,3,1902,12400000,6519.45,0,4,15,Semi-Furnished,Under Construction,North,3,3,1,Lift|CCTV|Power Backup|Park|Parking|Swimming Pool|Clubhouse,38445,2023-04-18,Agent,No,1
PROP00209,Mumbai,Powai,Villa,3,2303,55900000,24272.69,0,4,0,Semi-Furnished,New Launch,North,3,3,2,Gym|Clubhouse|Power Backup|Lift|Park|Swimming Pool|CCTV,129252,2020-12-29,Builder,Yes,1
PROP00210,Chennai,Anna Nagar,Villa,3,2970,23100000,7777.78,0,5,10,Furnished,Under Construction,North,4,0,1,Clubhouse|Gym|Park,48783,2023-05-17,Agent,Yes,0
PROP00211,Hyderabad,Kondapur,Independent House,3,1914,11700000,6112.85,0,8,2,Unfurnished,Ready to Move,East,4,3,0,Park|Security|Swimming Pool|Gym,37326,2023-03-22,Agent,No,0
PROP00212,Bangalore,Koramangala,Apartment,2,1127,18000000,15971.61,17,25,1,Semi-Furnished,Ready to Move,North-East,3,1,2,Parking|Power Backup|Clubhouse|Swimming Pool,56567,2022-08-28,Owner,Yes,1
PROP00213,Chennai,Adyar,Apartment,4,1090,9400000,8623.85,21,21,2,Semi-Furnished,Ready to Move,South-East,5,3,0,Clubhouse|Parking,21541,2022-06-30,Builder,No,1
PROP00214,Delhi,Dwarka,Independent House,2,1930,25100000,13005.18,0,3,15,Furnished,Under Construction,West,2,1,2,Clubhouse|Power Backup|Security,87348,2020-03-04,Owner,No,1
PROP00215,Lucknow,Mahanagar,Row House,3,1536,9000000,5859.38,0,0,5,Semi-Furnished,Under Construction,East,4,0,1,Gym|Clubhouse|Swimming Pool|Park,29785,2021-08-10,Owner,No,0
PROP00216,Pune,Kothrud,Apartment,4,1051,12400000,11798.29,7,9,5,Semi-Furnished,Under Construction,East,4,2,1,CCTV|Swimming Pool|Power Backup|Lift|Clubhouse|Security|Parking|Gym|Park,36950,2020-11-14,Owner,No,1
PROP00217,Chennai,OMR,Row House,5,1445,14100000,9757.79,0,10,5,Furnished,New Launch,West,5,1,0,CCTV|Clubhouse,53500,2020-11-30,Owner,No,1
PROP00218,Lucknow,Mahanagar,Independent House,2,1752,7800000,4452.05,0,8,20,Semi-Furnished,New Launch,West,2,0,1,Security|Parking|Clubhouse|Lift,26341,2020-09-24,Builder,Yes,1
PROP00219,Jaipur,Jagatpura,Row House,1,1502,9900000,6591.21,0,9,10,Furnished,Under Construction,North-East,1,0,1,Lift|Clubhouse|Security|Park|Parking|Swimming Pool|Gym|Power Backup,34896,2019-02-23,Owner,Yes,1
PROP00220,Hyderabad,Kondapur,Apartment,1,916,8000000,8733.62,4,4,10,Unfurnished,Ready to Move,North,1,0,1,Lift|Power Backup|Security|Swimming Pool,16515,2020-04-08,Builder,Yes,0
PROP00221,Delhi,Rohini,Penthouse,5,3262,58700000,17995.1,15,18,1,Unfurnished,Ready to Move,North-East,5,3,2,Gym|Lift|Park|Parking|Security|CCTV|Power Backup|Clubhouse,220449,2023-08-21,Agent,Yes,1
PROP00222,Jaipur,Tonk Road,Row House,2,1226,7200000,5872.76,0,8,10,Semi-Furnished,Ready to Move,West,2,0,1,Gym|Parking|Security|Park|Lift|CCTV,22830,2023-05-14,Agent,No,1
PROP00223,Bangalore,HSR Layout,Villa,3,2337,28600000,12237.91,0,6,0,Semi-Furnished,Ready to Move,North-West,4,2,2,Swimming Pool|CCTV|Gym|Park,87162,2019-06-24,Owner,Yes,1
PROP00224,Kolkata,Salt Lake,Independent House,4,1477,8500000,5754.91,0,1,15,Unfurnished,Ready to Move,West,5,3,0,Lift|Clubhouse,27649,2020-08-14,Builder,No,1
PROP00225,Ahmedabad,Thaltej,Villa,1,2105,22300000,10593.82,0,0,1,Furnished,Under Construction,North-West,1,1,2,Swimming Pool|Gym|CCTV|Clubhouse|Parking|Lift|Power Backup|Park|Security,51083,2019-03-17,Owner,No,1
PROP00226,Delhi,Dwarka,Apartment,5,1117,14100000,12623.1,9,10,5,Unfurnished,Under Construction,South-East,5,2,1,Power Backup|Park|Gym|Lift,53510,2021-01-24,Owner,Yes,1
PROP00227,Bangalore,Whitefield,Independent House,2,1812,22100000,12196.47,0,9,1,Unfurnished,Ready to Move,North,3,1,0,Power Backup|Clubhouse|Security,69621,2021-12-12,Owner,No,1
PROP00228,Ahmedabad,Thaltej,Studio,1,300,2700000,9000.0,7,11,1,Unfurnished,Ready to Move,North,1,0,0,Swimming Pool|Security|Lift|Clubhouse|Power Backup|Park|Gym|CCTV|Parking,6486,2022-08-04,Agent,No,1
PROP00229,Pune,Kothrud,Apartment,2,756,5300000,7010.58,18,24,20,Unfurnished,Under Construction,North-West,3,2,0,Power Backup|CCTV|Lift|Gym|Swimming Pool|Security|Park,15502,2020-11-17,Owner,No,1
PROP00230,Pune,Hadapsar,Villa,2,2335,29200000,12505.35,0,0,0,Semi-Furnished,Ready to Move,North,2,1,1,Lift|Parking|Clubhouse|CCTV|Security|Swimming Pool|Power Backup,108496,2022-12-15,Builder,No,0
PROP00231,Pune,Baner,Studio,1,300,2900000,9666.67,16,24,0,Semi-Furnished,Ready to Move,North,1,0,1,Swimming Pool|Power Backup|Clubhouse|Gym|Security,11157,2020-11-27,Builder,Yes,0
PROP00232,Jaipur,Tonk Road,Row House,2,1643,7600000,4625.68,0,10,10,Semi-Furnished,Ready to Move,North-West,3,0,1,Swimming Pool|Park,23112,2019-07-31,Builder,No,0
PROP00233,Hyderabad,Jubilee Hills,Apartment,2,909,8100000,8910.89,24,28,5,Semi-Furnished,Ready to Move,North-East,3,2,0,Gym|Swimming Pool|Power Backup,20591,2020-10-14,Builder,Yes,1
PROP00234,Pune,Hadapsar,Apartment,1,769,9500000,12353.71,21,30,0,Furnished,Ready to Move,West,1,0,0,Power Backup|Park|Parking|Lift,33524,2023-03-28,Owner,No,1
PROP00235,Chennai,Sholinganallur,Villa,3,2628,27600000,10502.28,0,5,0,Furnished,New Launch,South,4,0,1,Lift|Parking|Park|CCTV|Power Backup|Clubhouse|Swimming Pool,81438,2019-05-14,Builder,No,0
PROP00236,Lucknow,Hazratganj,Apartment,1,1026,9000000,8771.93,25,31,1,Furnished,Under Construction,South-East,2,0,1,Lift|CCTV|Swimming Pool|Clubhouse|Power Backup|Park|Security|Parking|Gym,30493,2023-07-25,Owner,No,1
PROP00237,Hyderabad,Banjara Hills,Independent House,1,1394,12600000,9038.74,0,6,10,Unfurnished,Ready to Move,North,1,0,1,CCTV|Swimming Pool|Lift|Security|Power Backup|Parking|Clubhouse,45714,2022-11-04,Owner,Yes,1
PROP00238,Bangalore,Electronic City,Penthouse,3,2837,28800000,10151.57,4,8,0,Unfurnished,Ready to Move,East,3,3,1,Security|CCTV|Park|Parking|Lift|Clubhouse|Swimming Pool|Power Backup|Gym,64947,2023-10-02,Owner,Yes,1
PROP00239,Jaipur,Mansarovar,Apartment,2,767,4300000,5606.26,13,17,5,Unfurnished,Under Construction,South-East,3,1,2,Lift|CCTV|Clubhouse|Swimming Pool|Park|Security|Gym|Parking,12188,2023-09-17,Builder,Yes,1
PROP00240,Mumbai,Andheri,Independent House,2,1970,41800000,21218.27,0,7,0,Furnished,Under Construction,South-East,2,1,2,Lift|Parking|Security|Clubhouse|CCTV|Park|Swimming Pool|Power Backup|Gym,84221,2022-05-23,Builder,No,1
PROP00241,Jaipur,Jagatpura,Apartment,5,741,6400000,8636.98,22,32,0,Semi-Furnished,Ready to Move,North-West,5,0,0,CCTV|Clubhouse|Security|Power Backup,18847,2020-05-17,Owner,No,0
PROP00242,Pune,Hadapsar,Independent House,2,1777,17700000,9960.61,0,2,5,Semi-Furnished,Ready to Move,North-East,3,0,0,Clubhouse|Parking|Gym|Park|CCTV|Power Backup,52149,2022-07-12,Owner,No,0
PROP00243,Lucknow,Gomti Nagar,Apartment,1,1000,6700000,6700.0,27,30,1,Semi-Furnished,Under Construction,South,2,1,0,Gym|Swimming Pool|Clubhouse|Power Backup|Lift|Park,15750,2023-07-13,Owner,Yes,1
